run,kind,text,prompt_index,image_index,seed,distance_to_base,distance_to_vanilla,image_path,base_image_path,vanilla_image_path
vanilla,subject,a photo of sks vase on a wooden table,0,0,0,38.467021,0.000000,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png
vanilla,subject,a photo of sks vase on a wooden table,0,1,1,32.454880,0.000000,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png
vanilla,subject,a photo of sks vase in a room,1,0,100,21.873039,0.000000,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png
vanilla,subject,a photo of sks vase in a room,1,1,101,31.780154,0.000000,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png
vanilla,class,a photo of a vase,2,0,200,48.453140,0.000000,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_00_seed200_a-photo-of-a-vase.png
vanilla,class,a photo of a vase,2,1,201,26.795296,0.000000,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_01_seed201_a-photo-of-a-vase.png
vanilla,class,a vase on a wooden table,3,0,300,24.382858,0.000000,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_00_seed300_a-vase-on-a-wooden-table.png
vanilla,class,a vase on a wooden table,3,1,301,16.994137,0.000000,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_01_seed301_a-vase-on-a-wooden-table.png
residual_gate_q75_keep05,subject,a photo of sks vase on a wooden table,0,0,0,22.839568,33.129668,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q75_keep05/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png
residual_gate_q75_keep05,subject,a photo of sks vase on a wooden table,0,1,1,18.048531,24.949348,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q75_keep05/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png
residual_gate_q75_keep05,subject,a photo of sks vase in a room,1,0,100,16.393505,13.017574,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q75_keep05/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png
residual_gate_q75_keep05,subject,a photo of sks vase in a room,1,1,101,25.061698,22.644945,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q75_keep05/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png
residual_gate_q75_keep05,class,a photo of a vase,2,0,200,36.558966,43.409451,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q75_keep05/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_00_seed200_a-photo-of-a-vase.png
residual_gate_q75_keep05,class,a photo of a vase,2,1,201,16.341412,17.843103,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q75_keep05/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_01_seed201_a-photo-of-a-vase.png
residual_gate_q75_keep05,class,a vase on a wooden table,3,0,300,21.393958,15.439017,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q75_keep05/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_00_seed300_a-vase-on-a-wooden-table.png
residual_gate_q75_keep05,class,a vase on a wooden table,3,1,301,12.303603,12.771952,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q75_keep05/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_01_seed301_a-vase-on-a-wooden-table.png
residual_gate_q90_keep05,subject,a photo of sks vase on a wooden table,0,0,0,28.468961,31.233716,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png
residual_gate_q90_keep05,subject,a photo of sks vase on a wooden table,0,1,1,20.151396,23.831898,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png
residual_gate_q90_keep05,subject,a photo of sks vase in a room,1,0,100,18.566762,10.452276,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png
residual_gate_q90_keep05,subject,a photo of sks vase in a room,1,1,101,22.926811,17.716324,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png
residual_gate_q90_keep05,class,a photo of a vase,2,0,200,44.508638,41.110055,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_00_seed200_a-photo-of-a-vase.png
residual_gate_q90_keep05,class,a photo of a vase,2,1,201,16.605217,17.631070,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_01_seed201_a-photo-of-a-vase.png
residual_gate_q90_keep05,class,a vase on a wooden table,3,0,300,19.849004,11.686885,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_00_seed300_a-vase-on-a-wooden-table.png
residual_gate_q90_keep05,class,a vase on a wooden table,3,1,301,15.310880,9.333309,experiments/stage2c0_residual_gating/vase/eval/residual_gate_q90_keep05/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_01_seed301_a-vase-on-a-wooden-table.png
cfg_gate_alpha025,subject,a photo of sks vase on a wooden table,0,0,0,36.131833,29.628680,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha025,subject,a photo of sks vase on a wooden table,0,1,1,26.437719,21.254974,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha025,subject,a photo of sks vase in a room,1,0,100,23.631017,14.796786,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha025,subject,a photo of sks vase in a room,1,1,101,36.464411,30.543859,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha025,class,a photo of a vase,2,0,200,47.309797,37.386592,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_00_seed200_a-photo-of-a-vase.png
cfg_gate_alpha025,class,a photo of a vase,2,1,201,23.243903,8.164944,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_01_seed201_a-photo-of-a-vase.png
cfg_gate_alpha025,class,a vase on a wooden table,3,0,300,26.000085,11.098070,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_00_seed300_a-vase-on-a-wooden-table.png
cfg_gate_alpha025,class,a vase on a wooden table,3,1,301,16.956740,11.476163,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha025/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_01_seed301_a-vase-on-a-wooden-table.png
cfg_gate_alpha05,subject,a photo of sks vase on a wooden table,0,0,0,34.625535,31.520654,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha05/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha05,subject,a photo of sks vase on a wooden table,0,1,1,27.297382,24.264797,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha05/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha05,subject,a photo of sks vase in a room,1,0,100,30.876198,26.037402,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha05/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha05,subject,a photo of sks vase in a room,1,1,101,34.305714,31.556080,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha05/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha05,class,a photo of a vase,2,0,200,43.035342,34.059789,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha05/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_00_seed200_a-photo-of-a-vase.png
cfg_gate_alpha05,class,a photo of a vase,2,1,201,23.266176,16.089959,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha05/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_01_seed201_a-photo-of-a-vase.png
cfg_gate_alpha05,class,a vase on a wooden table,3,0,300,24.651979,17.803979,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha05/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_00_seed300_a-vase-on-a-wooden-table.png
